shrid2,Ycons,Ylowinc,Ymidinc,wave,D,R_PC1,R_PC1_scaled,clusters
11-28-543-04818-582463,1,0,0,Buffer,0,20.01480650985359,0.4107536504126199,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582464,1,0,0,Buffer,0,31.40233827446206,0.6444541480516955,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582466,1,0,0,Buffer,0,32.76421807599982,0.6724033115686873,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582468,1,0,0,Buffer,0,27.923086001230462,0.5730512308547339,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582469,1,0,0,Buffer,0,59.146817566004586,1.2138399246360425,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582470,1,1,1,Buffer,0,42.716201439627056,0.8766427826544086,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582471,1,1,1,Buffer,0,41.24323039249378,0.8464137502496123,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582472,1,0,1,Buffer,0,17.294979148772715,0.3549360227724982,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582473,1,1,1,Buffer,0,23.335953775110973,0.47891185929116975,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582474,1,1,1,Buffer,0,29.733969919604828,0.6102150765096784,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582475,1,0,1,Buffer,0,39.07267934803295,0.8018686398844294,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582476,1,0,0,Buffer,0,14.513636255735614,0.2978559432922523,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582477,1,1,1,Buffer,0,-20.34077856747162,-0.4174434084441653,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582478,1,0,1,Buffer,0,23.143363946159628,0.4749594366067355,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582479,1,0,1,Buffer,0,22.802579349290394,0.467965688398402,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582480,1,0,1,Buffer,0,7.057878394609794,0.14484523311914552,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582481,1,1,1,Buffer,0,21.33418821341146,0.4378306471728539,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582482,1,0,0,Buffer,0,33.93436789558226,0.6964176986019333,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582483,1,0,1,Buffer,0,10.477368529588595,0.2150216824793227,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582484,1,0,1,Buffer,0,24.59529447217826,0.5047566651442215,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582485,0,0,1,Buffer,0,42.211352163400235,0.8662820188360703,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582486,0,0,1,Buffer,0,16.080040470378655,0.33000245686806845,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582487,1,0,0,Buffer,0,55.05702486323243,1.1299071980684627,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582488,1,1,1,Buffer,0,49.86954666952772,1.0234472328696456,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582489,0,1,1,Buffer,0,55.823700247428214,1.145641285359533,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582490,1,1,1,Buffer,0,28.86609632912108,0.5924041501231353,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582491,1,0,0,Buffer,0,34.57772243869367,0.7096209352638743,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582492,1,1,1,Buffer,0,-19.691753905984747,-0.4041238068391084,PACHIPENTA VIZIANAGARAM
11-28-543-04818-582493,1,0,1,Buffer,0,54.79750550337859,1.1245812148090075,PACHIPENTA VIZIANAGARAM
11-28-543-04819-582494,1,0,0,Buffer,0,37.66274972218403,0.7729333743670123,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582495,0,0,0,Buffer,0,32.36845603156136,0.6642812892864419,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582496,1,0,0,Buffer,0,23.26328143060486,0.4774204418859986,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582497,0,0,0,Buffer,0,33.72299210309483,0.6920797411837425,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582498,1,0,0,Buffer,0,29.1178382182496,0.5975705203236367,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582499,1,0,0,Buffer,0,-62.22573369137858,-1.2770269475627458,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582500,0,0,0,Buffer,0,25.749079596104917,0.5284352078876317,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582501,0,0,0,Buffer,0,-4.662572098849325,-0.09568758553681372,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582502,1,0,0,Buffer,0,-18.530137795246624,-0.3802845527534448,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582503,0,0,0,Buffer,0,25.990883340498037,0.5333976226201456,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582504,1,0,1,Buffer,0,-30.077559212330012,-0.6172663840584214,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582505,0,0,0,Buffer,0,-3.5227941091937502,-0.07229650405518666,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582506,0,0,0,Buffer,0,-3.3617044469181465,-0.06899054320111271,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582508,0,0,0,Buffer,0,59.40070599268201,1.219050347130206,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582509,0,0,0,Buffer,0,-87.71610875258689,-1.8001528944273062,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582510,0,0,0,Buffer,0,69.39742609160734,1.4242079273828678,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582511,1,0,0,Buffer,0,66.321414504013,1.3610805128013748,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582512,1,0,0,Buffer,0,26.22996449308013,0.5383041629916252,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582513,0,0,0,Buffer,0,-13.750771621643237,-0.2822000620790182,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582514,1,1,1,Buffer,0,49.44477891315618,1.0147299411775528,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582515,1,0,0,Buffer,0,44.15154641046032,0.9060996343147484,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582516,1,1,1,Buffer,0,41.3166661867927,0.8479208355449103,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582517,1,1,1,Buffer,0,34.17922353055986,0.7014427457260028,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582518,1,1,1,Buffer,0,42.98241422224341,0.8821061316102098,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582519,1,0,0,Buffer,0,59.7023689161841,1.225241221219427,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582520,1,0,0,Buffer,0,62.04677168033999,1.273354201624228,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582521,0,0,0,Buffer,0,60.6428786360848,1.2445428217873653,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582522,1,0,1,Buffer,0,67.06302129202297,1.376300130097995,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582523,0,0,0,Buffer,0,67.06752530119203,1.3763925635775178,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582524,1,0,0,Buffer,0,79.57565702244983,1.6330905617229974,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04819-582525,0,0,0,Buffer,0,61.08805604268133,1.2536789703057496,RAMABHADRAPURAM VIZIANAGARAM
11-28-543-04820-582526,1,0,0,Treatment,1,30.61497370036287,0.6282954670843028,BADANGI VIZIANAGARAM
11-28-543-04820-582528,1,0,0,Treatment,1,41.99366748622619,0.8618145874000425,BADANGI VIZIANAGARAM
11-28-543-04820-582529,1,0,0,Treatment,1,18.784728418995208,0.3855093860794164,BADANGI VIZIANAGARAM
11-28-543-04820-582530,0,0,0,Treatment,1,6.516631828475523,0.13373750631181935,BADANGI VIZIANAGARAM
11-28-543-04820-582531,0,0,0,Treatment,1,57.37283714701299,1.1774334306485752,BADANGI VIZIANAGARAM
11-28-543-04820-582532,1,0,0,Treatment,1,35.36851238566979,0.7258499134091354,BADANGI VIZIANAGARAM
11-28-543-04820-582533,0,0,0,Treatment,1,28.905509278335177,0.5932130019476707,BADANGI VIZIANAGARAM
11-28-543-04820-582534,0,0,0,Treatment,1,71.70558906609686,1.4715771770956774,BADANGI VIZIANAGARAM
11-28-543-04820-582535,1,0,0,Treatment,1,12.100319651697207,0.2483286793528212,BADANGI VIZIANAGARAM
11-28-543-04820-582536,1,0,0,Treatment,1,27.973020771098447,0.5740760166299893,BADANGI VIZIANAGARAM
11-28-543-04820-582537,1,0,0,Treatment,1,34.88516262109108,0.7159303730863726,BADANGI VIZIANAGARAM
11-28-543-04820-582538,0,0,0,Treatment,1,47.5689857902199,0.97623399707309,BADANGI VIZIANAGARAM
11-28-543-04820-582539,1,0,0,Treatment,1,19.514049236362084,0.40047686467621807,BADANGI VIZIANAGARAM
11-28-543-04820-582540,0,0,0,Treatment,1,72.10330404177947,1.4797392783882866,BADANGI VIZIANAGARAM
11-28-543-04820-582541,0,0,0,Treatment,1,69.45917035865598,1.4254750734364554,BADANGI VIZIANAGARAM
11-28-543-04820-582542,0,0,0,Treatment,1,63.957645824898265,1.3125700956160078,BADANGI VIZIANAGARAM
11-28-543-04820-582543,1,0,0,Treatment,1,49.806646446598215,1.0221563637239788,BADANGI VIZIANAGARAM
11-28-543-04820-582544,1,0,0,Treatment,1,54.332843546052864,1.115045194808742,BADANGI VIZIANAGARAM
11-28-543-04820-582545,0,0,0,Treatment,1,71.45872021528481,1.4665108137713907,BADANGI VIZIANAGARAM
11-28-543-04820-582546,1,0,0,Treatment,1,5.937918438162833,0.1218608670099818,BADANGI VIZIANAGARAM
11-28-543-04820-582547,1,0,1,Treatment,1,65.80212944645096,1.3504234908165094,BADANGI VIZIANAGARAM
11-28-543-04820-582548,1,0,0,Treatment,1,64.13792752130664,1.3162699247832728,BADANGI VIZIANAGARAM
11-28-543-04820-582549,1,0,0,Treatment,1,9.09438306987842,0.186639378320456,BADANGI VIZIANAGARAM
11-28-543-04820-582550,1,0,0,Treatment,1,21.099319097693723,0.4330105482824275,BADANGI VIZIANAGARAM
11-28-543-04820-582551,1,0,0,Treatment,1,-13.997614982382013,-0.28726590228355153,BADANGI VIZIANAGARAM
11-28-543-04820-582553,0,0,0,Treatment,1,24.404128806493414,0.5008334698350413,BADANGI VIZIANAGARAM
11-28-543-04820-582554,1,0,1,Treatment,1,-50.24884107850166,-1.031231298280942,BADANGI VIZIANAGARAM
11-28-543-04821-582555,1,0,0,Control,0,29.041177504983573,0.5959972516636697,THERLAM VIZIANAGARAM
11-28-543-04821-582556,0,0,0,Control,0,65.94919810895676,1.3534417058542527,THERLAM VIZIANAGARAM
11-28-543-04821-582557,0,0,0,Control,0,76.71595263323655,1.5744023092838817,THERLAM VIZIANAGARAM
11-28-543-04821-582558,0,0,0,Control,0,67.49297617958796,1.3851238746339771,THERLAM VIZIANAGARAM
11-28-543-04821-582559,1,0,0,Control,0,12.843574112695483,0.2635821110005468,THERLAM VIZIANAGARAM
11-28-543-04821-582560,1,0,0,Control,0,43.4074272707376,0.8908284573072399,THERLAM VIZIANAGARAM
11-28-543-04821-582561,0,0,0,Control,0,20.466764826279626,0.4200289600797376,THERLAM VIZIANAGARAM
11-28-543-04821-582563,0,0,0,Control,0,47.94980165222726,0.9840492864878312,THERLAM VIZIANAGARAM
11-28-543-04821-582564,0,0,0,Control,0,31.632612820956503,0.6491799549448642,THERLAM VIZIANAGARAM
11-28-543-04821-582565,1,0,0,Control,0,17.98825563760532,0.3691637820262807,THERLAM VIZIANAGARAM
11-28-543-04821-582566,0,0,1,Control,0,-14.991877648512736,-0.30767064710989395,THERLAM VIZIANAGARAM
11-28-543-04821-582567,1,0,0,Control,0,13.652826357719842,0.28018998145808616,THERLAM VIZIANAGARAM
11-28-543-04821-582568,0,0,1,Control,0,18.234672885261045,0.3742208773296697,THERLAM VIZIANAGARAM
11-28-543-04821-582569,1,0,0,Control,0,28.174702372822615,0.5782150251229509,THERLAM VIZIANAGARAM
11-28-543-04821-582570,0,0,0,Control,0,24.96441781724705,0.5123319950063852,THERLAM VIZIANAGARAM
11-28-543-04821-582571,0,0,0,Control,0,8.0715220880431,0.16564772486896492,THERLAM VIZIANAGARAM
11-28-543-04821-582572,0,0,0,Control,0,42.35747054911902,0.8692807318287161,THERLAM VIZIANAGARAM
11-28-543-04821-582573,0,1,1,Control,0,-4.532845630814555,-0.09302527549778414,THERLAM VIZIANAGARAM
11-28-543-04821-582574,0,0,1,Control,0,7.23037198632096,0.14838523099188358,THERLAM VIZIANAGARAM
11-28-543-04821-582575,0,0,0,Control,0,2.2979134214296977,0.04715890337084783,THERLAM VIZIANAGARAM
11-28-543-04821-582576,1,0,0,Control,0,2.2640767982910814,0.04646449163796496,THERLAM VIZIANAGARAM
11-28-543-04821-582577,1,0,0,Control,0,54.039460303471216,1.1090242403817794,THERLAM VIZIANAGARAM
11-28-543-04821-582578,0,0,0,Control,0,55.14822204353385,1.1317787912161508,THERLAM VIZIANAGARAM
11-28-543-04821-582579,1,0,0,Control,0,39.3840047780009,0.8082578126582285,THERLAM VIZIANAGARAM
11-28-543-04821-582580,1,0,0,Control,0,13.867858852966991,0.2846029835191662,THERLAM VIZIANAGARAM
11-28-543-04821-582581,0,0,0,Control,0,39.93865200541674,0.8196405543919613,THERLAM VIZIANAGARAM
11-28-543-04821-582582,0,0,0,Control,0,16.967868987214068,0.34822290801512457,THERLAM VIZIANAGARAM
11-28-543-04821-582583,1,0,0,Control,0,-3.3161075168551197,-0.06805478069640018,THERLAM VIZIANAGARAM
11-28-543-04821-582584,1,0,1,Control,0,25.120875055607552,0.5155428869906976,THERLAM VIZIANAGARAM
11-28-543-04821-582585,0,0,0,Control,0,39.97446094666335,0.8203754430019118,THERLAM VIZIANAGARAM
11-28-543-04821-582587,0,0,0,Control,0,59.243518752209454,1.2158244736854338,THERLAM VIZIANAGARAM
11-28-543-04821-582588,0,0,0,Control,0,-10.51098620631758,-0.2157116008868788,THERLAM VIZIANAGARAM
11-28-543-04821-582589,1,0,1,Control,0,23.31518696824102,0.4784856727214896,THERLAM VIZIANAGARAM
11-28-543-04821-582590,1,0,0,Control,0,25.26864932792408,0.51857558289816,THERLAM VIZIANAGARAM
11-28-543-04821-582591,1,0,1,Control,0,15.654076096645076,0.32126060760908837,THERLAM VIZIANAGARAM
11-28-543-04821-582592,1,0,0,Control,0,17.11460019806692,0.351234197704965,THERLAM VIZIANAGARAM
11-28-543-04821-582593,0,0,0,Control,0,20.76940264915401,0.4262398415307965,THERLAM VIZIANAGARAM
11-28-543-04821-582594,1,0,0,Control,0,55.79971816330649,1.1451491132971825,THERLAM VIZIANAGARAM
11-28-543-04821-582596,0,0,0,Control,0,-6.917162002810109,-0.14195738248835588,THERLAM VIZIANAGARAM
11-28-543-04821-582597,0,0,0,Control,0,6.864509446796924,0.14087682097629114,THERLAM VIZIANAGARAM
11-28-543-04821-582599,1,0,0,Control,0,37.692054008310414,0.7735347712625167,THERLAM VIZIANAGARAM
11-28-543-04821-582600,0,0,0,Control,0,36.37293463846719,0.7464631582431079,THERLAM VIZIANAGARAM
11-28-543-04821-582601,1,1,1,Control,0,36.90299099975491,0.7573412341923396,THERLAM VIZIANAGARAM
11-28-543-04821-582602,1,0,0,Control,0,40.060610476831606,0.8221434458042632,THERLAM VIZIANAGARAM
11-28-543-04821-582603,0,0,1,Control,0,36.905590683842654,0.7573945861809502,THERLAM VIZIANAGARAM
11-28-543-04821-582604,1,1,1,Control,0,-21.235610805126104,-0.4358075933760815,THERLAM VIZIANAGARAM
11-28-543-04822-582605,0,0,1,Control,0,8.78483013400152,0.18028658153749524,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582606,0,0,0,Control,0,20.517025942937277,0.4210604433034591,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582607,0,0,1,Control,0,36.37527499245909,0.7465111881326278,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582608,0,0,0,Control,0,26.601052627315788,0.5459198152182437,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582609,0,0,0,Control,0,1.1688612040243402,0.02398794143437363,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582611,0,0,1,Control,0,35.757321114347434,0.7338292363437842,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582612,0,0,0,Control,0,-25.349796399502377,-0.5202409227981319,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582613,0,0,0,Control,0,-56.06046668495526,-1.1505003220162973,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582614,0,0,1,Control,0,-72.6927009840556,-1.4918351707698976,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582615,0,0,0,Control,0,78.46622520837786,1.6103222593020068,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582616,0,0,0,Control,0,55.5797190456485,1.140634183781322,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582617,0,0,0,Control,0,42.087654626996965,0.8637434374813279,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582618,1,0,0,Control,0,26.38128250864804,0.541409585331687,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582619,0,0,0,Control,0,41.38602347125473,0.8493442196661337,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582620,0,0,0,Control,0,63.26794010087091,1.2984156173443722,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582621,0,0,0,Control,0,45.81159535192307,0.9401679707852376,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582622,1,0,1,Control,0,31.504090660508695,0.64654236029528,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582623,0,0,0,Control,0,44.601185717074046,0.9153273521280412,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582624,1,0,0,Control,0,17.776789544893948,0.3648239714227195,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582626,0,0,0,Control,0,22.30785786807202,0.4578127721437311,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582627,1,0,1,Control,0,28.56032476363101,0.5861289564730945,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582628,0,0,0,Control,0,46.145994254789215,0.9470306686573664,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582629,0,0,0,Control,0,46.01239187038688,0.9442888151665484,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582630,0,0,0,Control,0,-14.2703629885421,-0.29286337029394,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582631,0,0,0,Control,0,41.07144810632088,0.8428883501371003,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582632,1,0,0,Control,0,27.656596507109537,0.567582203090069,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582633,0,0,0,Control,0,-24.258583455652975,-0.49784651694449666,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582634,0,0,0,Control,0,27.787329121099347,0.5702651617485933,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582635,0,0,0,Control,0,24.803814306579117,0.5090360111934286,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582636,0,0,0,Control,0,35.683471604583325,0.7323136605773206,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582637,1,0,0,Control,0,27.4037232943034,0.5623926153116136,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582638,0,0,1,Control,0,15.825196912358876,0.3247724327012482,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582639,0,0,1,Control,0,-1.3032839474711908,-0.02674663073482176,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582640,0,0,0,Control,0,39.83812599180026,0.8175775103633283,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582641,0,0,0,Control,0,-33.16204931842067,-0.6805677989441762,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582642,0,0,0,Control,0,-10.654899764623242,-0.21866506533275384,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582644,0,0,1,Control,0,2.0928406077460595,0.04295029876707754,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04822-582645,0,0,0,Control,0,33.29971377681623,0.6833930163046444,MERAKAMUDIDAM VIZIANAGARAM
11-28-543-04823-582646,1,0,0,Buffer,0,49.342700154800355,1.0126350309617784,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582647,0,0,0,Buffer,0,67.0368708105941,1.37576345712533,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582648,1,0,0,Buffer,0,64.54323708498342,1.3245878859259608,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582649,0,0,0,Buffer,0,42.38293566227827,0.8698033393384705,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582650,1,1,1,Buffer,0,52.81124622109939,1.0838182301426074,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582652,1,0,0,Buffer,0,56.61651466704595,1.1619118107227149,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582653,1,0,0,Buffer,0,56.66590459472063,1.162925414979943,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582654,0,0,0,Buffer,0,59.78436769319566,1.2269240402349535,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582655,1,0,0,Buffer,0,77.77806529791842,1.596199504972622,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582656,1,0,0,Buffer,0,51.17400556800537,1.0502179765238064,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582657,1,0,0,Buffer,0,33.92760070328719,0.6962788189711522,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582658,1,0,0,Buffer,0,28.92779489237684,0.5936703582211272,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582659,0,0,0,Buffer,0,-10.831493928912373,-0.2222892171619316,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582660,0,0,0,Buffer,0,-15.304980134478946,-0.3140962894962228,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582661,0,0,0,Buffer,0,52.97911240200935,1.0872632620271596,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582662,1,0,0,Buffer,0,46.356118952248835,0.9513429504913624,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582663,0,0,0,Buffer,0,34.32132449186114,0.7043590111694339,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582664,0,0,0,Buffer,0,36.26291976931902,0.7442053792793177,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582665,0,0,0,Buffer,0,59.01947998240406,1.2112266404520116,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582666,0,0,0,Buffer,0,50.58283405196929,1.0380856654713746,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582667,0,0,0,Buffer,0,2.6439761650836773,0.05426097228956048,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582668,0,0,0,Buffer,0,-5.5113049911696805,-0.11310569715204298,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582669,0,0,0,Buffer,0,-18.65492209115946,-0.38284543711848384,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582670,0,0,0,Buffer,0,-24.453291867666874,-0.5018424182269487,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582671,0,0,1,Buffer,0,-25.168805812695805,-0.5165265454353271,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582672,1,0,0,Buffer,0,73.84078530473141,1.5153967188401682,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582673,1,0,0,Buffer,0,70.69676464768864,1.4508735888655058,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582674,0,0,0,Buffer,0,59.95737897466198,1.2304746623901002,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582676,1,0,0,Buffer,0,62.036258069189905,1.273138436152961,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582677,0,0,0,Buffer,0,52.69150617105882,1.0813608662589975,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582678,0,0,0,Buffer,0,39.26647224389941,0.8058457524966344,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582679,1,0,0,Buffer,0,66.36122150801422,1.3618974516110227,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582680,1,0,0,Buffer,0,-9.531064205838804,-0.19560116221648077,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582682,0,0,0,Buffer,0,34.30226252869537,0.7039678122362583,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582683,0,0,0,Buffer,0,56.82075072316496,1.166103242978403,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582684,1,0,0,Buffer,0,38.98969219766567,0.8001655369873857,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582685,1,0,0,Buffer,0,48.61340396365635,0.9976680577563696,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582686,1,0,0,Buffer,0,45.64447513991416,0.9367382480393998,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582687,0,0,0,Buffer,0,55.51404842468283,1.1392864591718816,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582688,1,0,0,Buffer,0,34.83785217252577,0.7149594449167053,DATTIRAJERU VIZIANAGARAM
11-28-543-04823-582691,0,0,0,Buffer,0,19.447939553061623,0.3991201294147546,DATTIRAJERU VIZIANAGARAM
11-28-543-04824-582693,1,0,0,Buffer,0,58.89861472637937,1.2087461845407466,MENTADA VIZIANAGARAM
11-28-543-04824-582694,1,0,0,Buffer,0,58.419635853013695,1.198916345785692,MENTADA VIZIANAGARAM
11-28-543-04824-582697,0,0,0,Buffer,0,82.07921196005299,1.68446974088832,MENTADA VIZIANAGARAM
11-28-543-04824-582698,0,0,0,Buffer,0,67.90125480331625,1.393502768279503,MENTADA VIZIANAGARAM
11-28-543-04824-582699,1,0,0,Buffer,0,71.54016578078073,1.468182279509563,MENTADA VIZIANAGARAM
11-28-543-04824-582700,0,0,0,Buffer,0,79.2251698383524,1.6258976922730737,MENTADA VIZIANAGARAM
11-28-543-04824-582701,0,0,0,Buffer,0,47.977593505285654,0.984619644492034,MENTADA VIZIANAGARAM
11-28-543-04824-582703,1,0,0,Buffer,0,63.46864804389488,1.3025346439371757,MENTADA VIZIANAGARAM
11-28-543-04824-582704,1,0,0,Buffer,0,63.75653717396034,1.3084428454993684,MENTADA VIZIANAGARAM
11-28-543-04824-582705,1,1,1,Buffer,0,54.32182420645093,1.1148190505307842,MENTADA VIZIANAGARAM
11-28-543-04824-582706,1,0,0,Buffer,0,39.65982187806845,0.8139182661151826,MENTADA VIZIANAGARAM
11-28-543-04824-582707,1,0,0,Buffer,0,13.422951646603098,0.27547238018213754,MENTADA VIZIANAGARAM
11-28-543-04824-582709,1,0,0,Buffer,0,64.8940940960947,1.3317883451467818,MENTADA VIZIANAGARAM
11-28-543-04824-582710,0,0,0,Buffer,0,56.604588879270246,1.1616670638719018,MENTADA VIZIANAGARAM
11-28-543-04824-582711,0,0,0,Buffer,0,63.29988225920778,1.2990711499438241,MENTADA VIZIANAGARAM
11-28-543-04824-582712,1,0,0,Buffer,0,62.97616577295902,1.2924276818513414,MENTADA VIZIANAGARAM
11-28-543-04824-582713,1,0,1,Buffer,0,61.59863894900726,1.2641574024858664,MENTADA VIZIANAGARAM
